Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
489,Jack Taylor,ie IRL,MF,Ipswich Town,26-284,1998,24,1,514,5.7,1,0,1,1,0,0,3,0,0.6,0.6,0.5,1.1,9,37,15,0.18,0.00,0.18,0.18,0.18,0.10,0.10,0.20,0.10,0.20,Matches,2024-2025
490,Mathys Tel,fr FRA,FW,Tottenham,19-341,2005,4,4,305,3.4,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,6,3,15,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26,Matches,2024-2025
491,Kenny Tete,nl NED,DF,Fulham,29-176,1995,15,15,1262,14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13,Matches,2024-2025
492,Thiago,br BRA,FW,Brentford,23-281,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches,2024-2025
493,Luke Thomas,eng ENG,DF,Leicester City,23-297,2001,6,5,453,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,15,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,2024-2025
494,Youri Tielemans,be BEL,MF,Aston Villa,27-331,1997,30,30,2555,28.4,2,4,6,2,0,1,4,0,2.6,1.8,5.7,7.5,30,188,35,0.07,0.14,0.21,0.07,0.21,0.09,0.20,0.29,0.06,0.27,Matches,2024-2025
495,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-302,1997,6,0,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,2,3,8,0.00,0.00,0.00,0.00,0.00,0.23,0.54,0.77,0.23,0.77,Matches,2024-2025
496,Jurriën Timber,nl NED,DF,Arsenal,23-290,2001,27,26,2275,25.3,1,2,3,1,0,0,7,0,1.0,1.0,0.8,1.7,53,138,102,0.04,0.08,0.12,0.04,0.12,0.04,0.03,0.07,0.04,0.07,Matches,2024-2025
497,Jean-Clair Todibo,fr FRA,DF,West Ham,25-094,1999,19,12,1145,12.7,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,6,24,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2024-2025
498,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-227,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2024-2025
499,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-149,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches,2024-2025
500,Sandro Tonali,it ITA,MF,Newcastle Utd,24-330,2000,27,19,1820,20.2,2,1,3,2,0,0,5,0,3.2,3.2,0.6,3.8,29,83,38,0.10,0.05,0.15,0.10,0.15,0.16,0.03,0.19,0.16,0.19,Matches,2024-2025
501,Pau Torres,es ESP,DF,Aston Villa,28-077,1997,19,19,1639,18.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,72,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2024-2025
502,Conor Townsend,eng ENG,DF,Ipswich Town,32-030,1993,4,2,226,2.5,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,3,6,0.00,0.40,0.40,0.00,0.40,0.00,0.27,0.27,0.00,0.27,Matches,2024-2025
503,Adama Traoré,es ESP,"FW,MF",Fulham,29-068,1996,28,16,1473,16.4,2,5,7,2,0,0,2,0,3.7,3.7,4.1,7.8,80,55,135,0.12,0.31,0.43,0.12,0.43,0.23,0.25,0.48,0.23,0.48,Matches,2024-2025
504,Boubacar Traoré,ml MLI,MF,Wolves,23-226,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
505,Mark Travers,ie IRL,GK,Bournemouth,25-320,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
506,Ryan Trevitt,eng ENG,MF,Brentford,22-022,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
507,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-196,1990,18,8,786,8.7,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,16,51,30,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.07,0.01,0.07,Matches,2024-2025
508,Leandro Trossard,be BEL,FW,Arsenal,30-120,1994,30,21,1911,21.2,4,5,9,4,0,0,4,1,5.1,5.1,5.0,10.1,64,81,173,0.19,0.24,0.42,0.19,0.42,0.24,0.24,0.48,0.24,0.48,Matches,2024-2025
509,Kostas Tsimikas,gr GRE,DF,Liverpool,28-326,1996,14,5,517,5.7,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,13,53,25,0.00,0.17,0.17,0.00,0.17,0.02,0.18,0.20,0.02,0.20,Matches,2024-2025
510,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-140,1997,15,14,1185,13.2,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,7,42,7,0.00,0.08,0.08,0.00,0.08,0.02,0.02,0.04,0.02,0.04,Matches,2024-2025
511,Destiny Udogie,it ITA,DF,Tottenham,22-126,2002,22,21,1654,18.4,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,47,110,86,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Matches,2024-2025
512,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-357,2001,22,17,1372,15.2,1,0,1,1,0,0,8,0,0.5,0.5,0.6,1.1,9,46,15,0.07,0.00,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,Matches,2024-2025
513,Lesley Ugochukwu,fr FRA,MF,Southampton,21-008,2004,19,11,1095,12.2,0,1,1,0,0,0,4,0,0.4,0.4,0.9,1.3,21,43,17,0.00,0.08,0.08,0.00,0.08,0.03,0.08,0.11,0.03,0.11,Matches,2024-2025
514,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-328,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches,2024-2025
515,Virgil van Dijk,nl NED,DF,Liverpool,33-269,1991,30,30,2700,30.0,1,1,2,1,0,0,3,0,1.6,1.6,0.5,2.0,16,145,5,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Matches,2024-2025
516,Jamie Vardy,eng ENG,FW,Leicester City,38-082,1987,28,28,2271,25.2,7,3,10,6,1,1,5,0,9.2,8.5,2.9,11.4,26,19,95,0.28,0.12,0.40,0.24,0.36,0.37,0.11,0.48,0.34,0.45,Matches,2024-2025
517,Renato Veiga,pt POR,"DF,MF",Chelsea,21-248,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,2024-2025
518,Joël Veltman,nl NED,DF,Brighton,33-078,1992,19,19,1643,18.3,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,29,79,32,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,2024-2025
519,Micky van de Ven,nl NED,DF,Tottenham,23-349,2001,10,9,818,9.1,0,2,2,0,0,0,4,0,0.4,0.4,1.2,1.5,8,44,1,0.00,0.22,0.22,0.00,0.22,0.04,0.13,0.17,0.04,0.17,Matches,2024-2025
520,Bart Verbruggen,nl NED,GK,Brighton,22-228,2002,28,28,2520,28.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
521,Jannik Vestergaard,dk DEN,DF,Leicester City,32-243,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,2024-2025
522,Guglielmo Vicario,it ITA,GK,Tottenham,28-178,1996,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
523,Carlos Vinícius,br BRA,MF,Fulham,30-009,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83,Matches,2024-2025
524,Kyle Walker,eng ENG,DF,Manchester City,34-310,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,2024-2025
525,Kyle Walker-Peters,eng ENG,DF,Southampton,27-355,1997,28,28,2468,27.4,0,2,2,0,0,0,5,0,0.5,0.5,2.6,3.1,102,120,121,0.00,0.07,0.07,0.00,0.07,0.02,0.09,0.11,0.02,0.11,Matches,2024-2025
526,Christian Walton,eng ENG,GK,Ipswich Town,29-145,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
527,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-128,1997,29,28,2524,28.0,2,2,4,2,0,0,1,0,1.0,1.0,2.5,3.5,90,112,123,0.07,0.07,0.14,0.07,0.14,0.04,0.09,0.12,0.04,0.12,Matches,2024-2025
528,Danny Ward,wls WAL,GK,Leicester City,31-285,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
529,James Ward-Prowse,eng ENG,MF,West Ham,30-153,1994,7,5,492,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,4,27,2,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,2024-2025
530,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-153,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26,Matches,2024-2025
531,Ollie Watkins,eng ENG,FW,Aston Villa,29-094,1995,30,25,2081,23.1,13,6,19,11,2,2,1,0,13.9,12.3,2.7,14.9,46,22,129,0.56,0.26,0.82,0.48,0.74,0.60,0.11,0.71,0.53,0.65,Matches,2024-2025
532,Adam Webster,eng ENG,DF,Brighton,30-089,1995,11,8,617,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7,40,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.08,Matches,2024-2025
533,Danny Welbeck,eng ENG,FW,Brighton,34-128,1990,23,17,1506,16.7,7,4,11,7,0,0,3,0,6.7,6.7,1.0,7.7,17,35,60,0.42,0.24,0.66,0.42,0.66,0.40,0.06,0.46,0.40,0.46,Matches,2024-2025
534,Welington,br BRA,"DF,MF",Southampton,24-043,2001,5,3,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2024-2025
535,Timo Werner,de GER,"FW,MF",Tottenham,29-028,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.00,0.52,0.52,0.00,0.52,0.17,0.44,0.61,0.17,0.61,Matches,2024-2025
536,Adam Wharton,eng ENG,MF,Crystal Palace,20-305,2004,14,11,928,10.3,0,0,0,0,0,0,2,0,0.3,0.3,2.0,2.2,10,94,10,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.22,0.03,0.22,Matches,2024-2025
537,Ben White,eng ENG,DF,Arsenal,27-177,1997,11,7,706,7.8,0,1,1,0,0,0,2,0,0.2,0.2,0.4,0.6,5,32,18,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.08,0.02,0.08,Matches,2024-2025
538,Mats Wieffer,nl NED,MF,Brighton,25-138,1999,18,4,513,5.7,1,1,2,1,0,0,4,0,0.5,0.5,0.6,1.1,5,37,9,0.18,0.18,0.35,0.18,0.35,0.08,0.11,0.19,0.08,0.19,Matches,2024-2025
539,Neco Williams,wls WAL,DF,Nott'ham Forest,23-355,2001,27,20,1874,20.8,1,1,2,1,0,0,5,0,1.8,1.8,1.1,3.0,46,59,68,0.05,0.05,0.10,0.05,0.10,0.09,0.05,0.14,0.09,0.14,Matches,2024-2025
540,Willian,br BRA,"MF,FW",Fulham,36-237,1988,6,1,155,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,5,23,15,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20,Matches,2024-2025
541,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-226,1999,26,9,843,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.6,2.5,30,34,68,0.00,0.21,0.21,0.00,0.21,0.10,0.17,0.27,0.10,0.27,Matches,2024-2025
542,Callum Wilson,eng ENG,FW,Newcastle Utd,33-035,1992,9,1,188,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,3,5,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Matches,2024-2025
543,Harry Wilson,wls WAL,"FW,MF",Fulham,28-012,1997,19,8,839,9.3,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,42,71,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45,Matches,2024-2025
544,Harry Winks,eng ENG,MF,Leicester City,29-060,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches,2024-2025
545,Ben Winterburn,eng ENG,MF,Bournemouth,20-211,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
546,Yoane Wissa,cd COD,FW,Brentford,28-212,1996,27,26,2200,24.4,14,2,16,14,0,0,2,0,13.8,13.8,1.6,15.4,44,52,120,0.57,0.08,0.65,0.57,0.65,0.56,0.07,0.63,0.56,0.63,Matches,2024-2025
547,Chris Wood,nz NZL,FW,Nott'ham Forest,33-117,1991,29,28,2344,26.0,18,3,21,15,3,3,1,0,11.0,8.7,1.9,10.6,13,33,72,0.69,0.12,0.81,0.58,0.69,0.42,0.07,0.50,0.33,0.41,Matches,2024-2025
548,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-307,2002,9,7,624,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches,2024-2025
549,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-164,1998,13,10,1007,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2024-2025
550,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-033,2004,23,8,877,9.7,0,0,0,0,0,0,3,0,0.6,0.6,0.3,0.9,12,37,39,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,2024-2025
551,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-133,1997,27,16,1636,18.2,2,1,3,2,0,0,8,0,2.2,2.2,1.0,3.2,16,43,12,0.11,0.06,0.17,0.11,0.17,0.12,0.06,0.18,0.12,0.18,Matches,2024-2025
552,Leny Yoro,fr FRA,DF,Manchester Utd,19-141,2005,15,8,787,8.7,0,0,0,0,0,0,3,0,0.7,0.7,0.0,0.7,13,42,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,2024-2025
553,Ashley Young,eng ENG,"DF,FW",Everton,39-268,1985,26,17,1570,17.4,1,3,4,1,0,0,6,1,0.3,0.3,1.6,1.8,19,81,25,0.06,0.17,0.23,0.06,0.23,0.02,0.09,0.11,0.02,0.11,Matches,2024-2025
554,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-214,2002,28,28,2450,27.2,0,0,0,0,0,0,3,1,0.8,0.8,0.5,1.3,18,98,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,2024-2025
555,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-109,1996,10,2,299,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,21,7,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches,2024-2025
556,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-316,2001,30,13,1328,14.8,3,1,4,3,0,0,2,0,4.5,4.5,1.5,6.0,12,41,68,0.20,0.07,0.27,0.20,0.27,0.30,0.10,0.41,0.30,0.41,Matches,2024-2025
557,Martin Ødegaard,no NOR,MF,Arsenal,26-107,1998,22,21,1816,20.2,2,4,6,1,1,1,3,0,4.0,3.2,4.0,7.2,64,191,124,0.10,0.20,0.30,0.05,0.25,0.20,0.20,0.40,0.16,0.36,Matches,2024-2025
1,Max Aarons,eng ENG,DF,Bournemouth,23,2000,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,22,43,26,0.00,0.07,0.07,0.00,0.07,0.00,0.06,0.06,0.00,0.06,Matches,2023-2024
2,Joshua Acheampong,eng ENG,DF,Chelsea,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
3,Tyler Adams,us USA,MF,Bournemouth,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,2023-2024
4,Tosin Adarabioyo,eng ENG,DF,Fulham,25,1997,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0.00,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,Matches,2023-2024
5,Elijah Adebayo,eng ENG,FW,Luton Town,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.00,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Matches,2023-2024
6,Simon Adingra,ci CIV,FW,Brighton,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32,Matches,2023-2024
7,Nayef Aguerd,ma MAR,DF,West Ham,27,1996,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0.00,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,Matches,2023-2024
8,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
9,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21,2002,20,0,349,3.9,0,0,0,0,0,0,4,1,0.5,0.5,0.0,0.5,19,25,20,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.13,0.13,0.13,Matches,2023-2024
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24,1999,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4.0,15,43,21,0.07,0.00,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,Matches,2023-2024
11,Ola Aina,ng NGA,DF,Nott'ham Forest,26,1996,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,52,69,37,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,Matches,2023-2024
12,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,22,2001,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,Matches,2023-2024
13,Kristoffer Ajer,no NOR,DF,Brentford,25,1998,28,21,1832,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22,61,31,0.10,0.05,0.15,0.10,0.15,0.06,0.11,0.18,0.06,0.18,Matches,2023-2024
14,Manuel Akanji,ch SUI,"DF,MF",Manchester City,28,1995,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46,148,36,0.07,0.00,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Matches,2023-2024
15,Nathan Aké,nl NED,DF,Manchester City,28,1995,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,Matches,2023-2024
16,Thiago Alcántara,es ESP,MF,Liverpool,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
17,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24,1998,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.30,0.41,0.10,0.40,Matches,2023-2024
18,Alisson,br BRA,GK,Liverpool,30,1992,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
19,Miguel Almirón,py PAR,FW,Newcastle Utd,29,1994,33,23,1937,21.5,3,1,4,3,0,0,2,0,4.5,4.5,2.6,7.2,78,78,162,0.14,0.05,0.19,0.14,0.19,0.21,0.12,0.33,0.21,0.33,Matches,2023-2024
20,Edson Álvarez,mx MEX,MF,West Ham,25,1997,31,28,2377,26.4,1,1,2,1,0,0,11,0,1.3,1.3,0.6,1.9,20,91,26,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,Matches,2023-2024
21,Julián Álvarez,ar ARG,"MF,FW",Manchester City,23,2000,36,31,2647,29.4,11,8,19,9,2,2,2,0,13.0,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,Matches,2023-2024
22,Zeki Amdouni,ch SUI,FW,Burnley,22,2000,34,27,1953,21.7,5,1,6,4,1,1,2,0,5.8,5.0,1.4,6.5,63,49,93,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.30,Matches,2023-2024
23,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,26,1996,21,10,938,10.4,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,6,66,10,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2023-2024
24,Joachim Andersen,dk DEN,DF,Crystal Palace,27,1996,38,38,3415,37.9,2,3,5,2,0,0,7,0,1.7,1.7,2.8,4.5,21,147,10,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12,Matches,2023-2024
25,Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,20,2002,21,10,1027,11.4,0,2,2,0,0,0,3,0,1.5,1.5,1.9,3.5,37,57,70,0.00,0.18,0.18,0.00,0.18,0.13,0.17,0.30,0.13,0.30,Matches,2023-2024
26,Jaidon Anthony,eng ENG,FW,Bournemouth,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023-2024
27,Michail Antonio,jm JAM,FW,West Ham,33,1990,26,21,1695,18.8,6,2,8,6,0,0,6,0,5.8,5.8,0.9,6.7,48,22,104,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35,Matches,2023-2024
28,Antony,br BRA,FW,Manchester Utd,23,2000,29,15,1324,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42,Matches,2023-2024
29,Oliver Arblaster,eng ENG,MF,Sheffield Utd,19,2004,12,11,943,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.8,0.8,14,43,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.08,Matches,2023-2024
30,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,114,0.20,0.05,0.25,0.20,0.25,0.27,0.14,0.41,0.27,0.41,Matches,2023-2024
31,Cameron Archer,eng ENG,MF,Aston Villa,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
32,Alphonse Areola,fr FRA,GK,West Ham,30,1993,31,31,2699,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023-2024
33,Lorenz Assignon,tg TOG,DF,Burnley,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3.0,38,34,57,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,Matches,2023-2024
34,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,30,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0.00,0.22,0.22,0.00,0.22,0.02,0.05,0.07,0.02,0.07,Matches,2023-2024
35,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,45,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56,Matches,2023-2024
